X,Y
1980-11-06T00:00:00,263.8689727
1980-11-07T00:00:00,263.2317414
1980-11-08T00:00:00,267.0287244
1980-11-09T00:00:00,267.3823022
1980-11-10T00:00:00,268.6901999
1980-11-11T00:00:00,271.0736063
1980-11-12T00:00:00,267.4181601
1980-11-13T00:00:00,269.3767774
1980-11-14T00:00:00,265.9102799
1980-11-15T00:00:00,264.9043817
1980-11-16T00:00:00,263.7764803
1980-11-17T00:00:00,260.9264295
1980-11-18T00:00:00,256.6746977
1980-11-19T00:00:00,259.0882465
1980-11-20T00:00:00,262.1824031
1980-11-21T00:00:00,254.7898416
1980-11-22T00:00:00,252.8626257
1980-11-23T00:00:00,256.4749019
1980-11-24T00:00:00,255.2543095
1980-11-25T00:00:00,260.07251
1980-11-26T00:00:00,258.9072256
1980-11-27T00:00:00,256.4347465
1980-11-28T00:00:00,255.4777457
1980-11-29T00:00:00,257.7364083
1980-11-30T00:00:00,255.6801312
1980-12-01T00:00:00,256.9901141
1980-12-02T00:00:00,255.1376205
1980-12-03T00:00:00,249.531179
1980-12-04T00:00:00,249.1998236
1980-12-05T00:00:00,248.7383109
1980-12-06T00:00:00,253.055308
1980-12-07T00:00:00,255.0070421
1980-12-08T00:00:00,253.9211628
1980-12-09T00:00:00,254.0986448
1980-12-10T00:00:00,248.5484724
1980-12-11T00:00:00,249.7992072
1980-12-12T00:00:00,250.5817406
1980-12-13T00:00:00,254.484192
1980-12-14T00:00:00,250.7137569
1980-12-15T00:00:00,250.6654076
1980-12-16T00:00:00,252.7580907
1980-12-17T00:00:00,255.9654052
1980-12-18T00:00:00,258.7236508
1980-12-19T00:00:00,261.2812505
1980-12-20T00:00:00,251.4104031
1980-12-21T00:00:00,252.6362344
1980-12-22T00:00:00,255.0743014
1980-12-23T00:00:00,256.373302
1980-12-24T00:00:00,253.4240464
1980-12-25T00:00:00,252.2304784
1980-12-26T00:00:00,248.6464976
1980-12-27T00:00:00,251.5593553
1980-12-28T00:00:00,256.2915098
1980-12-29T00:00:00,252.5746906
